Key	Id	English(en)	Russian(ru)	Arabic(ar)	Bulgarian(bg)	Catalan(ca)	Croatian(hr)	Czech(cs)	Danish(da)	Dutch(nl)	Estonian(et)	Finnish(fi)	French(fr)	German(de)	Greek(el)	Hebrew(he)	Hindi(hi)	Hungarian(hu)	Indonesian(id)	Italian(it)	Japanese(ja)	Korean(ko)	Latvian(lv)	Lithuanian(lt)	Malay(ms)	Norwegian(no)	Polish(pl)	Portuguese(pt)	Romanian(ro)	Serbian(sr)	Chinese (Simplified)(zh-Hans)	Slovak(sk)	Slovenian(sl)	Spanish(es)	Swedish(sv)	Filipino (Philippines)(fil-PH)	Thai(th)	Turkİsh(tr)	Ukrainian(uk)	Vietnamese(vi)
4. הפעל את האפליקציה.
הערה: שחזור רכישות בתוך האפליקציה אפשרי רק בתוך החנות המקורית."	"कृपया इन चरणों का पालन करें:
1. उस खाते को सेटअप करें जिससे प्रारंभिक खरीदारी की गई थी।
2. उस खाते का उपयोग करके ऐप डाउनलोड करें।
3. सुनिश्चित करें कि इंटरनेट कनेक्शन चालू है।
4. ऐप लॉन्च करें।
नोट: इन-ऐप खरीदारी की पुनः प्राप्ति केवल मूल स्टोर के भीतर संभव है।"	"Kérjük, kövesse az alábbi lépéseket:
1. Állítsa be azt a fiókot, amellyel az eredeti vásárlás történt.
2. Töltse le az alkalmazást azzal a fiókkal.
3. Győződjön meg róla, hogy az internetkapcsolat be van kapcsolva.
4. Indítsa el az alkalmazást.
Megjegyzés: Az alkalmazáson belüli vásárlások visszaállítása csak az eredeti áruházban lehetséges."	"Silakan ikuti langkah-langkah berikut:
1. Siapkan akun yang digunakan untuk melakukan pembelian awal.
2. Unduh aplikasi menggunakan akun tersebut.
3. Pastikan koneksi internet AKTIF.
4. Luncurkan aplikasi.
Catatan: Pemulihan pembelian dalam aplikasi hanya dapat dilakukan di toko asli."	"Segui questi passaggi:
1. Configura l'account da cui è stato effettuato l'acquisto iniziale.
2. Scarica l'app utilizzando quell'account.
3. Assicurati che la connessione internet sia ATTIVA.
4. Avvia l'app.
Nota: Il ripristino degli acquisti in-app è possibile solo all'interno dello store originale."	"次の手順に従ってください:
1. 最初に購入を行ったアカウントを設定します。
2. そのアカウントを使用してアプリをダウンロードします。
3. インターネット接続がオンになっていることを確認してください。
4. アプリを起動します。
注: アプリ内購入の復元は元のストア内でのみ可能です。"	"다음 단계를 따르세요:
1. 원래 구매가 이루어진 계정을 설정하세요.
2. 해당 계정을 사용하여 앱을 다운로드하세요.
3. 인터넷 연결이 활성화되어 있는지 확인하세요.
4. 앱을 실행하세요.
참고: 인앱 구매 복구는 원래의 스토어 내에서만 가능합니다."	"Lūdzu, izpildiet šos soļus:
1. Izveidojiet kontu, no kura tika veikts sākotnējais pirkums.
2. Lejupielādējiet lietotni, izmantojot šo kontu.
3. Pārliecinieties, ka interneta savienojums ir IESLĒGTS.
4. Palaidiet lietotni.
Piezīme: IAP atjaunošana ir iespējama tikai sākotnējā veikalā."	"Atlikite šiuos veiksmus:
1. Sukurkite paskyrą, iš kurios buvo atliktas pirminis pirkimas.
2. Atsisiųskite programėlę naudodami tą paskyrą.
3. Įsitikinkite, kad interneto ryšys yra įjungtas.
4. Paleiskite programėlę.
Pastaba: Pirkimų atkūrimas galimas tik pradiniame parduotuvėje."	"Sila ikuti langkah-langkah berikut:
1. Tetapkan akaun yang digunakan untuk pembelian asal.
2. Muat turun aplikasi menggunakan akaun tersebut.
3. Pastikan sambungan internet diaktifkan.
4. Lancarkan aplikasi.
Nota: Pemulihan pembelian dalam aplikasi hanya boleh dilakukan di kedai asal."	"Vennligst følg disse trinnene:
1. Sett opp kontoen som opprinnelig ble brukt til kjøpet.
2. Last ned appen ved å bruke den kontoen.
3. Sørg for at internettforbindelsen er PÅ.
4. Start appen.
Merk: Gjenoppretting av kjøp i appen er kun mulig i den opprinnelige butikken."	"Postępuj zgodnie z poniższymi krokami:
1. Skonfiguruj konto, z którego dokonano pierwotnego zakupu.
2. Pobierz aplikację, używając tego konta.
3. Upewnij się, że połączenie internetowe jest WŁĄCZONE.
4. Uruchom aplikację.
Uwaga: Przywracanie zakupów w aplikacji jest możliwe tylko w oryginalnym sklepie."	"Por favor, siga os seguintes passos:
1. Configure a conta usada para a compra inicial.
2. Baixe o aplicativo usando essa conta.
3. Certifique-se de que a conexão à internet esteja ATIVA.
4. Inicie o aplicativo.
Nota: A restauração de compras dentro do aplicativo só é possível na loja original."	"Te rugăm să urmezi acești pași:
1. Configurează contul de pe care s-a efectuat achiziția inițială.
2. Descarcă aplicația folosind acel cont.
3. Asigură-te că conexiunea la internet este ACTIVĂ.
4. Lansează aplicația.
Notă: Restaurarea achizițiilor în aplicație este posibilă doar în magazinul original."	"Молимо вас да следите ове кораке:
1. Подесите налог са ког је обављена почетна куповина.
2. Преузмите апликацију користећи тај налог.
3. Уверите се да је интернет конекција УКЉУЧЕНА.
4. Покрените апликацију.
Напомена: Враћање куповине у апликацији могуће је само у оригиналној продавници."	"请按以下步骤操作:
1. 设置最初购买时使用的账户。
2. 使用该账户下载应用程序。
3. 确保互联网连接已开启。
4. 启动应用程序。
注意: 应用内购买的恢复只能在原始商店中完成。"	"Postupujte podľa týchto krokov:
1. Nastavte si účet, z ktorého bol nákup pôvodne vykonaný.
2. Stiahnite si aplikáciu pomocou tohto účtu.
3. Uistite sa, že internetové pripojenie je ZAPNUTÉ.
4. Spustite aplikáciu.
Poznámka: Obnovenie nákupov v aplikácii je možné len v pôvodnom obchode."	"Sledite naslednjim korakom:
1. Nastavite račun, s katerega je bil prvotno opravljen nakup.
2. Prenesite aplikacijo z uporabo tega računa.
3. Prepričajte se, da je internetna povezava VKLOPLJENA.
4. Zaženite aplikacijo.
Opomba: Obnovitev nakupov znotraj aplikacije je možna samo v izvirni trgovini."	"Por favor, sigue estos pasos:
1. Configura la cuenta desde la que se realizó la compra inicialmente.
2. Descarga la aplicación utilizando esa cuenta.
3. Asegúrate de que la conexión a internet esté ACTIVADA.
4. Inicia la aplicación.
Nota: La restauración de compras dentro de la aplicación solo es posible en la tienda original."	"Följ dessa steg:
1. Ställ in kontot som användes vid det ursprungliga köpet.
2. Ladda ner appen med det kontot.
3. Se till att internetanslutningen är PÅ.
4. Starta appen.
Observera: Återställning av köp i appen är endast möjligt i den ursprungliga butiken."	"Mangyaring sundin ang mga hakbang na ito:
1. I-set up ang account na ginamit sa orihinal na pagbili.
2. I-download ang app gamit ang account na iyon.
3. Tiyakin na ang koneksyon sa internet ay NAKA-ON.
4. Ilunsad ang app.
Tandaan: Ang pag-restore ng mga in-app purchase ay posible lamang sa orihinal na tindahan."	"โปรดทำตามขั้นตอนเหล่านี้:
1. ตั้งค่าบัญชีที่ใช้ในการซื้อครั้งแรก
2. ดาวน์โหลดแอปโดยใช้บัญชีนั้น
3. ตรวจสอบให้แน่ใจว่าการเชื่อมต่ออินเทอร์เน็ตเปิดอยู่
4. เปิดแอป
หมายเหตุ: การกู้คืนการซื้อในแอปสามารถทำได้เฉพาะในร้านค้าเดิมเท่านั้น"	"Lütfen aşağıdakİ adımları İzleyİn:
1. Satın alımın başlangıçta yapıldığı hesabı ayarlayın.
2. Bu hesabı kullanarak uygulamayı İndİrİn.
3. İnternet bağlantısının AÇİK olduğundan emİn olun.
4. Uygulamayı başlatın.
Not: Uygulama İçİ satın alımların gerİ yüklenmesİ yalnızca orİjİnal mağazada mümkündür."	"Будь ласка, виконайте наступні дії:
1. Налаштуйте обліковий запис, за допомогою якого була здійснена початкова покупка.
2. Завантажте додаток, використовуючи цей обліковий запис.
3. Переконайтеся, що підключення до Інтернету ввімкнено.
4. Запустіть додаток.
Примітка: Відновлення покупок у додатку можливе лише в оригінальному магазині."	"Vui lòng làm theo các bước sau:
1. Thiết lập tài khoản mà từ đó bạn đã thực hiện mua hàng ban đầu.
2. Tải xuống ứng dụng bằng tài khoản đó.
3. Đảm bảo kết nối Internet đang BẬT.
4. Khởi chạy ứng dụng.
Lưu ý: Việc khôi phục mua hàng trong ứng dụng chỉ khả dụng trong cửa hàng ban đầu."
for_parents_FAQ_3_question	47	How can I share my in-app purchases using the Apple Family Sharing Program?	Как я могу поделиться своими внутриигровыми покупками с помощью программы Apple Family Sharing?	كيف يمكنني مشاركة مشترياتي داخل التطبيق باستخدام برنامج Apple Family Sharing؟	Как мога да споделя своите покупки в приложението с програмата Apple Family Sharing?	Com puc compartir les meves compres dins l'aplicació mitjançant el programa Apple Family Sharing?	Kako mogu podijeliti svoje kupnje unutar aplikacije koristeći Apple Family Sharing?	Jak mohu sdílet své nákupy v aplikaci pomocí programu Apple Family Sharing?	Hvordan kan jeg dele mine køb i appen ved hjælp af Apple Family Sharing-programmet?	Hoe kan ik mijn in-app aankopen delen met het Apple Family Sharing-programma?	Kuidas saan oma rakendusesisesed ostud jagada Apple Family Sharing programmi kaudu?	Miten voin jakaa sovelluksen sisäiset ostoni Apple Family Sharing -ohjelman avulla?	Comment puis-je partager mes achats intégrés en utilisant le programme Apple Family Sharing ?	Wie kann ich meine In-App-Käufe über das Apple Family Sharing-Programm teilen?	Πώς μπορώ να μοιραστώ τις αγορές μου εντός της εφαρμογής μέσω του προγράμματος Apple Family Sharing;	איך אני יכול לשתף את הרכישות שלי באפליקציה באמצעות תוכנית Apple Family Sharing?	मैं अपने इन-ऐप खरीदारी को Apple Family Sharing प्रोग्राम का उपयोग करके कैसे साझा कर सकता हूँ?	Hogyan oszthatom meg az alkalmazáson belüli vásárlásaimat az Apple Family Sharing program segítségével?	Bagaimana saya bisa membagikan pembelian dalam aplikasi saya menggunakan program Apple Family Sharing?	Come posso condividere i miei acquisti in-app utilizzando il programma Apple Family Sharing?	Apple Family Sharingプログラムを使ってアプリ内購入を共有するにはどうすればいいですか？	Apple Family Sharing 프로그램을 사용하여 앱 내 구매를 공유하려면 어떻게 해야 하나요?	Kā es varu koplietot savus pirkumus lietotnē, izmantojot Apple Family Sharing programmu?	Kaip galiu bendrinti savo programėlėje įsigytus pirkinius naudodamasis Apple Family Sharing programa?	Bagaimana saya boleh berkongsi pembelian dalam aplikasi saya menggunakan program Apple Family Sharing?	Hvordan kan jeg dele kjøpene mine i appen ved hjelp av Apple Family Sharing-programmet?	Jak mogę udostępniać zakupy w aplikacji za pomocą programu Apple Family Sharing?	Como posso compartilhar minhas compras no aplicativo usando o programa Apple Family Sharing?	Cum pot să partajez achizițiile mele din aplicație folosind programul Apple Family Sharing?	Kako mogu da podelim svoje kupovine u aplikaciji koristeći Apple Family Sharing program?	我如何通过 Apple Family Sharing 计划共享我的应用内购买？	Ako môžem zdieľať svoje nákupy v aplikácii pomocou programu Apple Family Sharing?	Kako lahko delim svoje nakupe v aplikaciji s programom Apple Family Sharing?	¿Cómo puedo compartir mis compras dentro de la aplicación utilizando el programa Apple Family Sharing?	Hur kan jag dela mina köp i appen med Apple Family Sharing-programmet?	Paano ko maibabahagi ang aking mga in-app purchase gamit ang Apple Family Sharing program?	ฉันจะแชร์การซื้อในแอปของฉันโดยใช้โปรแกรม Apple Family Sharing ได้อย่างไร?	Apple Family Sharing programını kullanarak uygulama içi satın alımlarımı nasıl paylaşabilirim?	Як я можу поділитися своїми покупками в додатку за допомогою програми Apple Family Sharing?	Làm thế nào để tôi chia sẻ các giao dịch mua trong ứng dụng của mình bằng chương trình Apple Family Sharing?
